Member_number,Date,itemDescription
1223,18-11-2014,yogurt
1268,30-01-2014,brown bread
1113,07-01-2014,newspapers
3813,25-12-2014,rolls/buns
4649,10-09-2014,waffles
2334,02-03-2014,soda
4821,20-04-2014,yogurt
2869,29-04-2015,yogurt
4814,12-02-2015,coffee
2978,25-11-2015,pip fruit
4406,01-02-2015,artif. sweetener
3682,12-10-2015,waffles
3044,05-01-2015,brown bread
1714,02-08-2015,soda
1009,05-10-2015,newspapers
2070,16-07-2015,soda
2494,10-06-2015,yogurt
3655,16-02-2015,brown bread
2212,16-04-2015,salt
4927,19-10-2015,whole milk
3877,17-09-2015,detergent
2769,23-04-2015,root vegetables
4670,31-08-2015,newspapers
2010,19-12-2015,waffles
4416,03-09-2014,butter
3727,02-05-2014,beverages
3528,07-09-2014,salty snack
4251,01-07-2014,rolls/buns
4385,05-08-2014,abrasive cleaner
3663,02-01-2014,roll products 
4044,08-07-2014,semi-finished bread
3082,10-11-2014,pickled vegetables
2309,17-04-2014,newspapers
4838,07-09-2014,yogurt
3737,06-07-2014,brown bread
2921,18-11-2014,cream cheese 
3287,12-11-2014,cleaner
4241,02-10-2014,pot plants
3335,05-09-2014,long life bakery product
2098,02-08-2014,canned beer
4872,01-06-2014,soda
1181,13-07-2014,dishes
1035,15-08-2014,salt
1129,14-11-2014,brown bread
3857,03-04-2014,butter
2125,02-04-2014,oil
2042,17-04-2014,pasta
1342,03-04-2014,soda
3489,26-08-2014,coffee
1335,03-01-2014,oil
1733,27-02-2014,newspapers
4875,15-04-2014,salt
4629,23-11-2014,yogurt
4287,20-07-2014,canned vegetables
4533,13-04-2014,cereals
1450,04-02-2014,cling film/bags
4349,11-08-2014,pickled vegetables
1145,13-09-2014,soda
1824,28-11-2014,soda
2262,06-10-2014,newspapers
3757,07-04-2014,mayonnaise
1284,01-09-2014,soups
1284,26-06-2014,rolls/buns
1972,02-05-2014,whipped/sour cream
2492,10-03-2014,candles
1255,26-09-2014,red/blush wine
4618,18-11-2014,pickled vegetables
2508,28-05-2014,dessert
4406,06-04-2014,dessert
1726,15-05-2014,detergent
2024,21-07-2014,yogurt
4579,10-05-2014,waffles
4566,13-04-2014,hard cheese
4790,07-09-2014,frozen vegetables
4511,15-09-2014,rice
4674,31-05-2014,whole milk
3408,07-04-2014,waffles
4294,03-03-2014,coffee
2370,27-07-2014,soda
4272,22-07-2014,pickled vegetables
2974,02-09-2014,waffles
3308,05-11-2014,light bulbs
3848,04-01-2014,brown bread
4217,27-07-2014,sweet spreads
1276,07-06-2014,house keeping products
2047,28-04-2014,semi-finished bread
4858,14-01-2014,misc. beverages
1342,14-02-2014,white bread
4378,05-10-2014,flour
2138,01-10-2014,whisky
3965,21-09-2014,white bread
4211,22-03-2014,detergent
4674,15-05-2014,salty snack
1070,05-11-2014,newspapers
1773,18-12-2014,canned vegetables
2258,05-03-2014,frozen meals
3722,05-07-2014,semi-finished bread
2195,08-03-2014,sliced cheese
2083,21-10-2014,coffee
4464,11-04-2014,hard cheese
4450,31-10-2014,rolls/buns
4113,14-03-2014,coffee
1551,28-04-2014,instant coffee
3282,26-10-2014,rolls/buns
2272,25-07-2014,salty snack
1107,22-07-2014,semi-finished bread
3425,02-07-2014,newspapers
1186,09-02-2014,butter
4811,12-09-2014,newspapers
4401,09-10-2014,whipped/sour cream
1180,02-02-2014,whole milk
2197,06-07-2014,onions
2322,19-01-2014,newspapers
3544,13-07-2014,newspapers
4264,18-02-2014,soda
2710,18-12-2014,waffles
4169,30-03-2014,salty snack
4800,14-03-2014,detergent
3496,20-12-2014,long life bakery product
4538,18-06-2014,dishes
4132,02-12-2014,newspapers
3645,31-05-2014,yogurt
2222,22-02-2014,canned vegetables
4078,21-06-2014,margarine
4562,26-05-2014,soda
4893,10-02-2014,soda
4872,24-10-2014,baking powder
3003,08-05-2014,newspapers
1229,26-07-2014,brown bread
3491,21-06-2014,newspapers
1308,21-08-2014,waffles
3933,02-12-2014,salty snack
3877,06-02-2014,liquor (appetizer)
2993,16-08-2014,misc. beverages
3248,13-08-2014,flour
4821,12-12-2014,white bread
4294,17-12-2014,flour
4800,11-03-2014,rum
2138,01-04-2014,white bread
2672,22-05-2014,flour
4853,23-07-2014,tea
4309,13-04-2014,white bread
1824,28-03-2014,butter
4504,02-03-2014,soups
4250,25-10-2014,cake bar
1173,07-08-2014,newspapers
3402,08-01-2014,rolls/buns
4890,08-11-2014,brown bread
4762,28-03-2014,abrasive cleaner
4955,10-12-2014,white bread
4623,09-01-2014,white bread
2496,24-06-2014,cream cheese 
1617,07-02-2014,frozen meals
1851,11-08-2014,ready soups
1186,17-04-2014,detergent
2423,12-02-2014,seasonal products
1912,19-03-2014,liquor (appetizer)
3934,27-03-2014,margarine
1905,25-08-2014,yogurt
2701,17-06-2014,salty snack
4465,29-12-2014,soda
3882,01-08-2014,sweet spreads
4406,02-02-2014,newspapers
2043,01-02-2014,brown bread
4440,10-07-2014,yogurt
4372,30-01-2014,brown bread
2068,02-06-2014,specialty vegetables
3842,13-10-2014,organic products
4852,09-01-2014,curd
4893,22-07-2014,salt
4660,16-10-2014,yogurt
4862,26-04-2014,flower (seeds)
1582,10-06-2014,sparkling wine
2225,29-09-2014,waffles
1891,05-01-2014,white bread
1545,01-04-2014,hair spray
1741,05-12-2014,candles
3410,20-01-2014,cream cheese 
4696,03-10-2014,ready soups
4769,10-07-2014,dishes
2965,07-06-2014,coffee
1903,17-02-2014,margarine
2417,03-11-2014,newspapers
4862,18-07-2014,soda
1301,30-01-2014,roll products 
1006,11-07-2014,skin care
3116,22-05-2014,pickled vegetables
2916,12-08-2014,cleaner
1506,25-12-2014,oil
2931,05-07-2014,seasonal products
1083,15-07-2014,bathroom cleaner
3082,07-07-2014,cling film/bags
1288,28-09-2014,rolls/buns
1765,12-06-2014,baking powder
4527,14-10-2014,frozen vegetables
3726,03-09-2014,whole milk
3482,13-01-2014,soda
2122,06-04-2014,oil
3831,01-03-2014,whipped/sour cream
3848,28-02-2014,cling film/bags
2060,25-05-2014,brown bread
4116,12-10-2014,newspapers
4727,12-04-2014,beverages
2932,10-11-2014,waffles
3116,12-03-2014,curd
1479,29-03-2014,soda
3676,09-06-2014,honey
1114,25-04-2014,salty snack
1625,10-01-2014,yogurt
3127,24-03-2014,flower (seeds)
1938,25-09-2014,butter
2147,15-09-2014,salty snack
4594,24-12-2014,frozen vegetables
2264,17-10-2014,rolls/buns
4444,08-12-2014,curd
4126,06-11-2014,rolls/buns
1328,14-08-2014,cream cheese 
4211,03-04-2014,whole milk
3282,10-07-2014,seasonal products
1444,07-03-2014,newspapers
4759,24-01-2014,frozen vegetables
2536,09-02-2014,cling film/bags
3786,21-10-2014,brown bread
1097,16-04-2014,cake bar
